1948 2010
1948    2.410    2.270    2.930    3.100    2.230    2.180    1.620    1.600    0.840    0.760    0.670    1.380
1949    2.300    2.350    2.290    0.940    1.330    1.700    1.660    1.350    0.970    1.830    1.390    2.130
1950    3.680    3.290    3.700    2.950    3.020    2.510    2.500    1.720    1.870    1.030    1.800    2.210
1951    2.890    2.800    2.430    2.290    2.170    1.940    2.170    2.830    1.930    2.210    2.890    4.380
1952    4.930    4.710    5.970    5.140    4.470    4.370    4.150    4.220   -0.480   -1.460   -1.750   -1.840
1953    0.410    0.160    0.310    0.560    1.360    1.150    1.370    1.560   -0.720   -0.810   -1.050   -1.300
1954   -1.230   -1.470   -0.890   -1.530   -1.910   -1.760   -1.690   -1.790   -1.120   -1.350   -1.640   -1.960
1955    0.170    0.750    0.520    0.470    0.180    0.130    0.380    0.750    0.810    0.230    0.710    1.870
1956    3.050    0.030   -0.840   -1.110   -0.910   -1.240   -1.310   -1.790   -2.310   -2.170   -2.740    0.010
1957    0.230    0.200    0.440    1.290    2.280    2.550    2.610    2.920    2.120    1.930    2.180    2.240
1958    1.960    2.580    2.830    2.870   -0.600   -1.180   -1.940   -2.190   -2.310   -2.970   -2.940   -3.230
1959   -3.460    0.270    0.270   -0.330    0.180    0.390    0.160    0.460    1.470   -0.270   -0.940   -1.510
1960   -1.980   -1.500   -1.070   -1.330   -1.580   -1.870   -2.350   -2.820   -2.650   -2.210   -1.870   -2.390
1961   -3.370   -3.770   -3.390   -3.480   -3.690   -4.030   -4.110    0.520    1.510    1.940    1.900    1.780
1962    2.160    3.080    2.910   -0.210    0.260   -0.130   -0.100   -0.670   -0.900   -1.310   -2.080   -2.970
1963   -3.260   -3.680   -3.570   -1.840   -2.530   -2.150   -2.450   -1.620   -1.180   -1.570   -1.710   -2.360
1964   -2.530   -3.430   -3.330    0.480    0.760    1.660    1.650   -0.300   -0.750   -1.480    0.550    2.470
1965    2.990    2.440    1.790    1.950    1.990    2.480    3.400    3.840    4.460    3.350    3.530    3.450
1966   -0.160    0.190   -0.550   -0.900   -1.100   -1.360   -1.460   -1.680   -1.530   -1.350   -1.660    0.040
1967    0.420    0.120    0.010    0.560    1.310    2.260    2.430   -0.170   -0.330   -0.690   -1.260   -1.060
1968   -1.500    0.630    0.420    1.270    1.550    1.860    1.820    3.010    2.380    2.090    1.750    1.590
1969    2.800    3.590    2.510    2.080    0.900    1.870    1.870    1.450    0.920    1.710    1.270    0.990
1970    1.300    0.860    0.750    1.190    0.830    1.220    1.420    1.120    1.500    1.850    2.410    2.710
1971    2.830    2.620    2.050    1.980    1.980    1.720    1.210    1.220    1.200    2.140    2.310    3.170
1972    3.340   -0.380   -0.860   -0.120   -0.790   -0.770   -1.290   -1.610    0.230    1.440    1.580    1.900
1973    1.810    1.710    1.860    2.250    1.830    1.410    1.800    1.620    2.160    1.390    1.660    1.830
1974    1.880   -0.200   -0.630    0.800   -0.730   -1.310   -1.470   -2.060   -2.630   -2.090   -2.360   -2.280
1975   -2.110   -0.030    0.850    1.310    2.370    2.950    3.170    2.570    1.930    2.250    2.370   -0.220
1976   -0.570   -0.160   -0.430   -0.520   -0.680   -0.710   -0.850   -1.200   -1.350   -1.710   -2.610   -3.630
1977   -4.740   -5.560   -6.170   -6.590   -5.200   -5.680   -5.340   -4.530   -4.040   -3.920   -4.000   -3.660
1978   -3.430   -2.920   -2.180   -1.160   -1.260   -1.550   -2.200   -2.080   -1.360   -2.180   -1.610   -1.630
1979   -1.460   -1.210   -1.190   -1.490   -1.620   -2.030   -2.270   -2.210   -2.910   -2.370   -2.250   -2.900
1980    1.500    2.670    2.970    2.300    3.050   -0.310   -0.310   -0.520   -0.470   -0.320   -0.600   -1.100
1981   -1.660   -2.300   -1.850   -2.130    1.370   -0.190   -0.380   -0.690   -0.670    1.540    1.290    2.020
1982    2.750    2.440    3.320    3.330    3.020    2.550    2.900    2.440    5.420    5.580    6.040    5.970
1983    5.440    5.360    5.590    5.580    6.040    5.800    6.080    6.770    6.820    6.270    7.030    8.600
1984    7.430    6.460    5.650    5.570    4.800    5.300    5.890    5.990    6.240    6.720    6.970    6.700
1985    5.820    5.140    4.960    3.810    3.620    3.190    3.530    2.410    2.770    2.780    3.770    3.290
1986    2.980    4.480    3.770    4.460    4.320    3.450    3.290    3.250    4.030    3.730   -0.270   -1.140
1987   -1.490   -2.040   -2.030   -2.910   -2.280   -2.480   -1.780   -1.290   -1.780   -1.920   -1.940   -2.130
1988   -2.260   -2.940   -3.000   -2.940   -2.690   -2.940   -3.530   -3.870   -3.970   -4.640   -3.620   -3.450
1989   -3.570   -3.300   -2.980   -3.270   -3.340   -3.150   -3.160   -3.070   -2.630   -2.700   -2.730   -3.420
1990   -3.610   -3.760   -3.990   -3.920   -3.580   -2.990   -2.830   -2.970   -2.740   -2.700   -2.600   -2.830
1991   -3.220   -3.850   -3.520    0.410    1.020    1.130    1.050    1.300    1.810    1.810    2.090   -0.590
1992   -1.280   -1.430   -2.100   -2.810   -2.680   -2.710   -2.510   -2.780   -2.910    0.090    0.060    0.150
1993    0.990    1.460    1.480    1.450    2.070    2.590    3.410    3.710    3.040    3.390   -0.080   -0.560
1994   -0.840   -0.120   -0.470   -0.440   -0.750   -1.450   -2.290   -2.560   -2.640    0.990    1.880    1.700
1995    2.280    2.080    2.580    2.300    4.000    4.290    4.650    4.110    3.570    2.730    1.860    1.500
1996    2.370    2.580    2.390    2.330    2.310   -0.330   -0.620   -1.370    0.340    0.380    0.930    1.950
