1948 2010
1948    0.260    0.510    0.780   -0.390   -1.000   -0.730   -0.690   -0.730   -1.220   -1.160   -1.230    0.550
1949    1.510   -0.130    0.000   -0.600    0.890    1.770    2.410    1.700    1.390    2.250    1.490    2.250
1950    2.520   -0.210   -0.370   -0.260   -0.100   -0.510   -0.150   -0.950   -0.800   -1.770   -1.890   -1.950
1951   -2.200   -2.160   -2.370   -2.090   -2.390   -2.480   -2.830   -2.150   -2.710    1.300    1.170    2.720
1952    2.870    2.370    3.030    2.970    3.260    4.230    5.880    6.930   -0.470   -1.360   -1.510   -1.010
1953   -1.080   -1.260   -1.530   -1.350   -1.030   -1.440   -1.810   -1.690   -2.420   -2.480   -1.850   -2.120
1954   -2.000   -2.480   -2.090   -2.470   -3.120   -3.170   -3.420   -3.510   -1.250   -0.860   -1.080   -1.300
1955   -1.200   -0.590   -0.790   -0.860   -1.560   -1.920   -2.090   -0.950   -1.280   -2.020   -1.680   -1.690
1956   -1.000   -1.070   -1.580   -1.720   -2.170   -2.690   -3.100   -3.630   -4.070   -3.730   -3.750   -3.580
1957    0.450   -0.340   -0.430    0.500    1.790    1.830    1.430    2.600    1.560    1.690    3.210   -0.040
1958   -0.370   -0.410    0.630   -0.030   -0.270   -0.600   -1.070   -1.620   -1.410   -2.210   -2.240   -2.540
1959   -2.590   -1.860   -1.920   -2.180   -2.710   -2.630   -2.850   -2.170   -1.310   -1.250   -1.640   -1.500
1960   -1.330   -0.810   -1.100   -1.390   -1.870   -2.450   -2.890   -3.250   -2.890   -2.320   -2.070   -2.300
1961   -2.640   -2.940   -2.540   -2.410   -3.260   -4.220   -4.580   -4.220    1.770    2.540    2.570    2.200
1962    2.490    3.320    3.190   -0.590   -0.600   -0.630   -0.800   -1.410   -1.180   -1.390   -1.770   -2.180
1963   -2.420   -2.790   -2.930   -2.690   -3.830   -4.150   -4.680   -3.740   -3.370   -3.820   -3.730   -3.880
1964   -4.040   -4.060   -3.520   -2.720   -2.350   -2.520   -3.130   -3.220   -3.250   -3.850    1.110    2.370
1965    2.370    2.240    2.230    2.500    3.760    6.130    8.130    8.430    8.960    7.810    7.060    6.920
1966    5.790    5.270    4.210    3.350    3.030    2.310    1.940    1.600    1.400    1.130    0.660    2.010
1967    2.260    1.880    1.600    1.240    1.670    3.080    3.020   -0.330   -0.630   -1.280   -1.520    0.590
