Month,Day,Year,BLUE MESA unregulated inflow,CRYSTAL unregulated inflow,FLAMING GORGE unregulated inflow,FONTENELLE inflow,LAKE POWELL unregulated inflow,MORROW POINT unregulated inflow,NAVAJO unregulated inflow,TAYLOR PARK inflow,VALLECITO inflow
8,1,1962,,,,,,,,,
9,1,1962,,,,,,,,,
10,1,1962,,,,,,,,,
11,1,1962,,,,,,,,,
12,1,1962,,,,,,,,,
1,1,1963,,,,,,,,,
2,1,1963,,,,,,,,,
3,1,1963,,,,,,,,,
4,1,1963,,,,,10097.40452,,,,
5,1,1963,,,,,18579.80551,,,,
6,1,1963,,,,,19326.21155,,,,
7,1,1963,,,,,6200.101372,,,,
8,1,1963,,,,,5486.800714,,,,
9,1,1963,,,,,7959.700334,,,,
10,1,1963,,,957.0775445,,4651.591875,,,68.23685098,
11,1,1963,,,860.7346427,,5928.501279,,,69.24355507,
12,1,1963,,,542.8656101,,4429.167742,,,44.38726039,
1,1,1964,,,453.3396608,,4280.693641,,,42.68507127,
2,1,1964,,,538.4985761,,4411.200669,,,43.5249622,
3,1,1964,,,679.9727331,,4682.907469,,,50.4481953,
4,1,1964,,,1949.124343,,8504.497942,,,80.74375127,
5,1,1964,,,4293.613568,,26853.60451,,,427.0657034,
6,1,1964,,,7845.016521,,37636.88359,,,490.3861104,
7,1,1964,,,5784.054565,,18048.46666,,,196.0427647,
8,1,1964,,,1389.1448,,10160.05445,,,154.9409951,
9,1,1964,,,654.1078895,,4802.258619,,,68.19183216,
10,1,1964,,,567.2471516,,4589.279056,,,67.54254273,
11,1,1964,,,600.7226668,,5916.633809,,,64.00237528,
12,1,1964,,,754.8603203,,6521.448602,,,71.18581304,
1,1,1965,,,779.725899,,6672.429307,,,72.40872918,
2,1,1965,,,1206.133396,,6913.820583,,,66.8343307,
3,1,1965,,,1180.694046,,7047.601073,,,58.96764768,
4,1,1965,,,3208.794894,,19261.81984,,,76.30646474,
5,1,1965,,,5926.758928,,44703.33102,,,455.372789,
6,1,1965,,,15469.37505,,72095.94087,,,1043.63712,
7,1,1965,,,9163.480701,,51418.02915,,,816.5007511,
8,1,1965,,,3562.211232,,19946.04201,,,336.2502983,
9,1,1965,,,1948.095671,,13528.4575,,,189.6966356,
10,1,1965,,,1869.452014,,14296.08623,,,162.4016497,
11,1,1965,,,1356.920093,990.8187937,11430.87011,,,118.2789942,
12,1,1965,,,830.5682411,657.667571,9970.443677,,,111.4551296,
1,1,1966,,,826.3217143,646.4057406,8143.262152,,,77.38798228,
2,1,1966,,,774.6223709,553.3948825,7367.970988,,,81.85412652,
3,1,1966,,,1733.207009,678.8507165,14972.79465,,,71.26302264,
4,1,1966,,,3174.876903,1905.290949,19001.70922,,,171.0630447,
5,1,1966,,,3717.92603,2525.35867,29652.4964,,,490.3696176,
6,1,1966,,,3071.084132,2795.812176,21291.29818,,,408.4806793,
7,1,1966,,,1453.707241,1364.095104,7994.726572,,,199.2727555,
8,1,1966,,,889.8531429,870.7299874,4547.045715,,,125.7457645,
9,1,1966,,,748.4216026,683.3587053,4219.672414,,,83.94779278,
10,1,1966,,,832.1449194,573.547311,5629.049276,,,90.85339346,
11,1,1966,,,735.9141303,568.7102277,5936.138737,,,61.92173654,
12,1,1966,,,523.4710613,454.8899077,6249.573291,,,66.26709495,
1,1,1967,,,481.9957444,425.4459665,4993.229174,,,66.06815117,
2,1,1967,,,675.0661184,501.5495414,5624.364316,,,64.77545493,
3,1,1967,,,1265.274914,672.4532971,8468.966454,,,65.58472049,
4,1,1967,,,1698.07657,1050.891054,8367.436599,,,156.858639,
5,1,1967,,,3667.105059,2233.544265,17513.99351,,,442.0764057,
6,1,1967,,,11080.6172,7698.659662,45786.16545,,,634.0489004,
7,1,1967,,,7913.812509,6309.112208,26544.66385,,,295.0021692,
8,1,1967,,,1623.231459,1354.301449,9696.092574,,,132.2541873,
9,1,1967,,,906.1654141,817.8602313,6629.233146,,,165.2963793,
10,1,1967,,,929.7232358,894.4184344,5623.374911,,,95.02494775,
11,1,1967,,,859.2437751,749.0823227,6454.9832,,,64.40897929,
12,1,1967,,,584.9661822,533.0559094,4857.449889,,,67.40436228,
1,1,1968,,,556.5024806,527.9674184,5083.711435,,,73.81752685,
2,1,1968,,,820.1788302,537.7236045,5903.882631,,,66.20611276,
3,1,1968,,,1292.930367,760.85729,7529.628274,,,72.4348454,
4,1,1968,,,1813.034333,1149.393523,9760.94068,,,78.46036364,
5,1,1968,,,2255.313851,1524.80214,25131.94564,,,345.3210626,
6,1,1968,,,9517.734335,6327.084447,62924.48694,,,746.1086639,
7,1,1968,,,3211.555726,2697.063833,19754.92679,,,269.8896086,
8,1,1968,,,2664.847062,2242.630567,17870.80541,,,304.6091333,
9,1,1968,,,1664.54927,1374.772449,6482.838164,,,129.9540897,
10,1,1968,,,1271.912608,1083.102391,6722.950464,,,75.71324465,
11,1,1968,,,919.1252788,760.668411,7406.580671,,,84.79173622,
12,1,1968,,,611.5352045,563.026201,5945.884422,,,64.44498671,
1,1,1969,,,649.1248744,610.7049419,7122.945229,,,75.25657112,
2,1,1969,,,747.721036,662.9355821,7248.684095,,,75.90578106,
3,1,1969,,,1604.178015,793.3304577,8262.05917,,,64.24173712,
4,1,1969,,,5018.281813,3008.858898,27027.54101,,,184.9701169,
5,1,1969,,,6247.642006,4661.533557,44828.07958,,,584.9239738,
6,1,1969,,,6337.386395,4959.63589,39835.66183,,,666.5269002,
7,1,1969,,,2734.187598,2340.060837,23855.34521,,,419.3779194,
8,1,1969,,,1327.182177,1162.201709,8435.921837,,,181.3860387,
9,1,1969,,,627.2531787,672.0165693,9185.588811,,,126.9474703,
10,1,1969,992.822874,,983.8958357,721.8933265,12252.0592,,,142.8128039,303.44
11,1,1969,580.3714568,,717.9525148,629.9209797,9871.63985,,,102.0321925,135.1
12,1,1969,447.6232859,,461.9701557,452.5663258,7444.602965,,,88.70270514,59.85
1,1,1970,431.8899486,,599.8211324,397.1328755,5884.304546,,,88.5861905,53.36
2,1,1970,468.4462386,,758.409853,489.35772,6362.13238,,,78.67324938,62.92
3,1,1970,590.4319705,,962.1081564,560.6561416,6442.231013,,,61.62930522,111.73
4,1,1970,1168.22361,,1420.596059,732.2645027,8413.410672,,,35.93834279,235.56
5,1,1970,6858.01729,,3358.107675,1892.528558,43821.86834,,,829.7837328,1298.09
6,1,1970,5339.416014,,7596.833029,5161.419301,55814.44464,,,848.0495544,626.77
7,1,1970,2253.218121,,3084.558299,2468.524297,24743.842,,,391.1609507,153.25
8,1,1970,1316.712153,,1031.684393,961.1394713,8470.658393,,,193.8678887,176.89
9,1,1970,1826.67148,,995.8770265,820.5831537,17765.06366,,,279.5376561,279.34
10,1,1970,996.6123317,,896.036435,635.8340281,10352.8783,,721.5780645,185.0858125,146.58
11,1,1970,756.0064921,,960.3254503,654.4027893,9652.524966,,611.0496667,119.4767146,88.67
12,1,1970,539.9476835,,566.0281323,468.7738765,7734.331066,,405.7383871,86.90573723,88.56
1,1,1971,549.4928252,,1102.530559,533.0460658,7547.241497,,491.0509677,99.51361958,83.09
2,1,1971,518.9921094,,1204.64002,599.8289218,9095.342224,,682.7253571,84.8223877,77.53
3,1,1971,899.6943554,,1728.465118,767.2887903,8270.784321,,893.6551613,94.82786535,399.3
4,1,1971,1841.544567,,3402.300749,1522.9993,19885.098,,1405.95,235.0370443,270.55
5,1,1971,2539.435493,,7426.663917,4207.849039,30965.14481,,1496.923548,323.8931368,762.97
6,1,1971,4850.513564,,13307.60454,10125.46336,55611.90434,,1769.946333,794.0003286,534.65
7,1,1971,2203.03578,,5767.401871,4495.795959,29014.04748,,293.1848387,404.6671842,265.28
8,1,1971,1111.501966,,1864.022497,1731.367162,8874.876207,,265.14,200.5748916,285.96
9,1,1971,797.1251697,,1093.077416,1095.15781,8310.359068,,144.937,140.8144211,195.03
10,1,1971,698.6155493,,1424.92672,1049.774631,9560.905872,765.6819658,757.4329032,136.7912615,214.19
11,1,1971,611.2265865,,1288.054602,860.920281,9396.355547,665.1576491,552.6313333,90.56410294,116.42
12,1,1971,507.2732031,,797.3785476,596.9272903,7926.287093,566.4247326,511.9167742,92.91896943,104.62
1,1,1972,474.2939181,,1019.574577,639.6931045,7868.165853,539.3820898,455.0716129,80.3682059,70.79
2,1,1972,404.561637,,1330.366788,721.1132479,8070.308281,516.5893088,579.7851724,72.50264148,84.78
3,1,1972,887.7800551,,3103.876345,1447.640446,12507.62816,975.0160244,1075.655806,86.23897872,180.41
4,1,1972,1134.153216,,3583.268515,2052.942084,10370.00281,1241.224786,1207.456667,185.8786662,971.67
5,1,1972,2391.532742,,7017.928127,4917.572176,21693.68393,2518.625172,1821.889677,431.5554741,1102.36
6,1,1972,3621.265503,,15820.924,12419.56539,47067.45612,3755.456837,1222.815667,700.0286743,311.56
7,1,1972,875.3308852,,4397.339412,3900.768139,12077.32819,898.1278331,-113.8577419,190.5750485,98.05
8,1,1972,498.0295303,,2042.642797,1835.109349,5059.748413,511.4598587,-144.6777419,102.9520543,123.65
9,1,1972,449.4143571,,1330.855384,1209.932051,6184.398568,482.4754138,156.644,118.213793,71.71
10,1,1972,675.5608678,,1451.818082,1100.536207,15929.19668,713.061045,2532.503226,122.867097,423.16
11,1,1972,545.5410986,,1279.765705,876.5809983,11407.80588,597.094503,1074.732,83.920667,150.09
12,1,1972,487.7920737,,923.2685911,651.8377432,7343.178903,497.5247866,552.5429032,80.616452,121.7
1,1,1973,394.6213674,,1016.735635,595.6097858,6702.431055,426.2449836,536.3954839,72.192581,122.03
2,1,1973,379.6728041,,1008.912125,542.9866807,8329.25463,416.0505936,676.6067857,69.814643,97.14
3,1,1973,472.6457109,,1493.631042,603.3491771,12515.18228,523.134442,1856.948387,61.345806,131.08
4,1,1973,737.2874192,,4247.541341,1643.530928,19428.19607,865.0079616,3661.253333,80.473667,716.64
5,1,1973,3633.499026,,6490.124884,3267.223734,61747.06544,4154.922033,7980.676129,411.264194,1771.61
6,1,1973,5598.408218,,5616.550574,3785.062125,66833.62336,6158.138073,7583.503,764.784,2546.91
7,1,1973,2903.363202,,4118.883526,2306.129132,37944.80982,3055.50996,2874.443871,417.748387,404.71
8,1,1973,1107.684442,,1740.004016,1161.030558,11119.60711,1155.865372,769.9245161,160.142258,430.25
9,1,1973,551.9464754,,1998.348509,1257.331344,8684.468116,591.0188835,627.5593333,109.965,152.12
10,1,1973,445.4007478,,1218.272949,842.8324068,8110.706471,475.3973343,481.6806452,84.25874821,81.21
11,1,1973,363.2270457,,1197.596495,885.47996,8420.655824,423.1572393,457.531,67.69881318,61.32
12,1,1973,405.7539612,,873.8653749,616.9167723,7370.514366,462.9130486,403.4012903,67.06451613,60.16
1,1,1974,445.9350137,,836.0601999,584.8513774,6753.882978,518.2909282,402.8674194,75.72925543,60.3
2,1,1974,375.7194627,,947.4173204,606.2305621,7312.846204,486.8507354,368.0646429,65.82142857,61.1
3,1,1974,631.5995565,,2323.228472,998.1917094,11989.25302,757.7187113,1031.138387,61.52821215,160.11
4,1,1974,1116.548821,,2906.302047,1812.258737,12577.33457,1305.779058,1047.303333,123.7347926,373.88
5,1,1974,3969.998409,,6120.984445,3725.900343,43286.97504,4467.436572,2139.41871,557.3959498,855.18
6,1,1974,2992.91518,,10056.78392,8233.649561,42096.99945,3261.7906,636.476,449.7250814,226.29
7,1,1974,1023.423751,,3591.300658,3247.755733,16266.30909,1063.496517,303.6980645,165.7729813,226.68
8,1,1974,703.4347979,,1139.633647,1240.614118,5921.020725,717.7038376,181.0841935,90.4811426,95.41
9,1,1974,218.6970888,,539.3554272,608.7942953,3551.574447,223.2867194,-35.23633333,52.45374409,87.89
10,1,1974,386.2785087,,643.002613,586.7651274,5696.730051,415.5228128,396.9229032,70.96,189.27
11,1,1974,459.9641265,,670.316755,590.8002093,8211.065954,520.0199657,450.406,69.676667,87.93
12,1,1974,350.0198203,,335.8371013,353.1564268,5463.316143,415.9872959,211.5993548,55.670968,66.88
1,1,1975,377.8988645,,557.9181903,407.3972219,6174.449819,437.3438851,181.0506452,56.881935,82.82
2,1,1975,351.2380515,,670.5705196,466.7981804,6553.3844,405.64462,297.3353571,55.725357,65.38
3,1,1975,406.1927593,,1170.671808,635.66182,9126.030435,468.5032945,1113.176452,56.944839,86.71
4,1,1975,937.9865123,,1541.396149,1013.184572,11977.44251,1072.2724,3239.951333,72.298333,335.87
5,1,1975,3142.560724,,4302.590177,2297.69714,34846.67632,3555.719434,5413.288065,304.028065,1343.97
6,1,1975,5848.252393,,9294.396945,5282.229054,63701.37677,6262.117642,6947.12,673.531,2170.52
7,1,1975,4112.954172,,10555.12075,7482.86275,53788.4398,4348.692355,3412.193226,488.624194,561.85
8,1,1975,1226.180729,,2122.885488,1721.981796,11620.36451,1261.355581,301.5964516,158.609032,282.34
9,1,1975,466.2999328,,950.3312473,807.8715397,6970.998469,496.3056433,398.436,82.096,121.06
10,1,1975,416.7197052,,963.674281,802.6419229,6239.654063,454.8856446,239.4045161,80.41,18.06
11,1,1975,488.7968312,,870.3624661,753.5481673,8031.991695,527.9388608,373.1903333,73.537667,43.18
12,1,1975,407.01306,,882.7241526,729.8409323,7028.184608,456.0788751,349.8280645,59.307097,81.33
1,1,1976,399.3628456,,681.0946824,517.8164765,5574.591672,476.6805558,325.1293548,55.487419,54.84
2,1,1976,376.7684612,,985.8006599,532.6513086,7760.24128,500.5655425,586.8644828,56.633103,76.57
3,1,1976,445.8896569,,1527.504594,637.3899706,8870.342802,518.8396391,937.5725806,56.454194,127.37
4,1,1976,1144.474821,,3217.706571,2219.910591,11135.75006,1259.766883,1626.345333,119.348333,493.21
5,1,1976,2525.996081,,7047.229991,5230.595698,28759.89957,2727.887325,3562.333871,431.534194,1632.73
6,1,1976,3126.490148,,7212.498064,6150.762587,34484.58205,3269.317233,2995.765333,578.788333,489.04
7,1,1976,1120.901375,,3843.544696,3548.485479,13251.01376,1150.77106,553.433871,241.71129,195.06
8,1,1976,831.1829398,,2097.248632,1831.238687,6854.389552,880.5931084,398.53,142.954516,191.13
9,1,1976,473.3213681,,1089.27986,899.1478633,5337.668612,492.3939836,712.7976667,112.103667,351.56
10,1,1976,479.0379859,,784.2433963,751.8469016,6603.172637,511.3911986,527.8732258,87.26149143,97.75662231
11,1,1976,373.7000225,,634.3911117,623.1979107,6392.606122,415.0513655,311.6913333,61.41192309,27.87620544
12,1,1976,248.706308,,426.6178148,456.8429003,4760.000312,294.8829974,250.9409677,30.85561792,37.76898956
1,1,1977,206.6392198,,395.735093,424.1166403,4423.58794,256.5378861,288.0109677,36.82160913,46.51633835
2,1,1977,285.6804539,,621.3431654,416.7508682,4777.239499,317.3460868,317.3725,46.23903433,48.81414032
3,1,1977,323.1830292,,762.5076694,522.0412061,4036.516212,337.3708384,348.656203,45.19976384,50.78755951
4,1,1977,728.4538045,,1228.875373,799.8273957,4067.414883,778.486788,559.6440745,140.1274055,289.4823303
5,1,1977,766.4595919,,462.5098343,328.89873,5337.94191,824.2943873,518.265781,218.7653724,403.21875
6,1,1977,891.0224885,,1582.098735,1590.371529,7357.401109,924.1926122,347.0985105,181.0203704,136.4968719
7,1,1977,388.835121,,953.0061913,827.3667497,4380.526442,418.7398876,292.5538668,72.36382337,190.1571808
8,1,1977,370.8430017,,820.5420346,683.5291632,4497.830001,400.8841171,611.9742705,55.94211751,161.787796
9,1,1977,246.3935974,,628.6273271,581.3917643,4003.2456,262.1900282,392.7065389,43.70122498,95.40724182
10,1,1977,327.0352636,424.8670681,658.9178596,522.7512294,4241.42248,357.3631246,61.44709384,56.08105309,80.71905518
11,1,1977,363.4302498,485.3734519,630.5219096,524.9834247,4986.928345,401.2326452,308.8314804,43.82582086,63.35599136
12,1,1977,329.6196684,439.2885508,505.6459549,531.8570619,4511.654642,363.6170228,237.4018574,44.33336602,67.34457397
1,1,1978,363.2353404,463.0499102,656.2414219,468.0485071,4732.052809,394.1778574,207.90157,58.32073781,66.48228455
2,1,1978,251.8091179,384.8459982,740.700051,476.5488354,5240.198434,305.0238704,219.6413719,61.44286796,65.39514923
3,1,1978,493.1625609,659.175757,1572.378969,793.5062803,8638.131922,559.5678399,1044.281733,45.72145554,208.1769257
4,1,1978,1367.066927,1773.227193,2490.935127,1641.976037,17424.65762,1562.023854,2102.711186,100.4993326,547.0535278
5,1,1978,3032.629475,3827.137963,4490.308266,2878.733144,33983.99484,3382.213222,3182.534333,307.1597913,1537.689331
6,1,1978,6544.158279,8024.018979,10264.0055,8014.272055,62521.99873,7106.505364,3664.098478,856.0623861,699.9312134
7,1,1978,2495.875255,2995.361514,5846.283931,5570.684321,29784.01319,2650.716016,447.1006661,309.1687076,181.4899902
8,1,1978,745.2182664,873.1960034,2193.661832,1963.545962,6591.046463,784.8913793,-161.6906042,107.7814613,106.7992325
9,1,1978,227.4499806,322.2266632,1168.747077,1051.561374,4524.90978,256.8307464,-100.01017,73.11773987,88.26113892
10,1,1978,324.3576566,403.6875455,774.7216556,756.0331042,5128.775514,348.9499221,183.4334255,48.218065,70.380323
11,1,1978,442.5885199,582.7214673,654.7529873,645.7276867,8013.055235,486.0297317,497.0150492,56.184,114.342
12,1,1978,376.5702689,443.784872,470.284479,553.9494765,6266.973557,397.4068057,366.4853442,65.408065,94.080323
1,1,1979,420.2484471,459.6063596,513.0483685,493.6434929,5828.493208,432.4493931,390.301904,82.131613,94.273548
2,1,1979,399.6826215,610.8832554,616.830844,514.8583911,6524.826624,484.1628506,431.4301028,73.635,86.065714
3,1,1979,424.8167332,669.5227616,1405.691565,675.1150648,11627.51957,522.6991713,1783.257324,54.270645,119.559677
4,1,1979,1412.150863,1812.834993,2329.859638,1517.924353,27537.09878,1604.479235,6043.936344,125.831,445.787333
5,1,1979,4425.728633,5487.553574,4098.707857,3092.313253,51441.34383,4892.931567,8394.739596,560.10871,1754.553548
6,1,1979,6626.820431,7868.652205,4257.014104,3561.193962,72154.68617,7098.716525,8645.357454,1028.492,2710.467
