id, shefpc, obsdate, val, qual, 
CLSC2,QCMPBZZ,2000-08-01,-9999,,
CLSC2,QCMPBZZ,2000-07-01,60.665,H,
CLSC2,QCMPBZZ,2000-06-01,153.168,H,
CLSC2,QCMPBZZ,2000-05-01,279.553,H,
CLSC2,QCMPBZZ,2000-04-01,118.596,H,
CLSC2,QCMPBZZ,2000-03-01,-9999,,
CLSC2,QCMPBZZ,2000-02-01,-9999,,
CLSC2,QCMPBZZ,2000-01-01,-9999,,
CLSC2,QCMPBZZ,1999-12-01,31.56,,
CLSC2,QCMPBZZ,1999-11-01,33.721,,
CLSC2,QCMPBZZ,1999-10-01,52.157,,
CLSC2,QCMPBZZ,1999-09-01,77.557,,
CLSC2,QCMPBZZ,1999-08-01,132.993,,
CLSC2,QCMPBZZ,1999-07-01,166.334,H,
CLSC2,QCMPBZZ,1999-06-01,346.679,H,
CLSC2,QCMPBZZ,1999-05-01,214.502,H,
CLSC2,QCMPBZZ,1999-04-01,64.523,H,
CLSC2,QCMPBZZ,1999-03-01,52.728,,
CLSC2,QCMPBZZ,1999-02-01,27.658,,
CLSC2,QCMPBZZ,1999-01-01,30.777,,
CLSC2,QCMPBZZ,1998-12-01,29.244,,
CLSC2,QCMPBZZ,1998-11-01,43.182,,
CLSC2,QCMPBZZ,1998-10-01,48.65,,
CLSC2,QCMPBZZ,1998-09-01,36.553,,
CLSC2,QCMPBZZ,1998-08-01,70.131,,
CLSC2,QCMPBZZ,1998-07-01,139.273,H,
CLSC2,QCMPBZZ,1998-06-01,233.787,H,
CLSC2,QCMPBZZ,1998-05-01,255.54,H,
CLSC2,QCMPBZZ,1998-04-01,79.44,H,
CLSC2,QCMPBZZ,1998-03-01,54.001,,
CLSC2,QCMPBZZ,1998-02-01,32.447,,
CLSC2,QCMPBZZ,1998-01-01,37.673,,
CLSC2,QCMPBZZ,1997-12-01,37.89,,
CLSC2,QCMPBZZ,1997-11-01,47.854,,
CLSC2,QCMPBZZ,1997-10-01,68.44,,
CLSC2,QCMPBZZ,1997-09-01,73.933,,
CLSC2,QCMPBZZ,1997-08-01,109.432,,
CLSC2,QCMPBZZ,1997-07-01,174.938,H,
CLSC2,QCMPBZZ,1997-06-01,564.004,H,
CLSC2,QCMPBZZ,1997-05-01,422.82,H,
CLSC2,QCMPBZZ,1997-04-01,135.714,H,
CLSC2,QCMPBZZ,1997-03-01,62.61,,
CLSC2,QCMPBZZ,1997-02-01,31.009,,
CLSC2,QCMPBZZ,1997-01-01,35.58,,
CLSC2,QCMPBZZ,1996-12-01,38.388,,
CLSC2,QCMPBZZ,1996-11-01,44.856,,
CLSC2,QCMPBZZ,1996-10-01,52.429,,
CLSC2,QCMPBZZ,1996-09-01,35.247,,
CLSC2,QCMPBZZ,1996-08-01,46.641,,
CLSC2,QCMPBZZ,1996-07-01,110.893,H,
CLSC2,QCMPBZZ,1996-06-01,327.948,H,
CLSC2,QCMPBZZ,1996-05-01,442.065,H,
CLSC2,QCMPBZZ,1996-04-01,151.875,H,
CLSC2,QCMPBZZ,1996-03-01,48.851,,
CLSC2,QCMPBZZ,1996-02-01,35.857,,
CLSC2,QCMPBZZ,1996-01-01,35.481,,
CLSC2,QCMPBZZ,1995-12-01,39.247,,
CLSC2,QCMPBZZ,1995-11-01,53.251,,
CLSC2,QCMPBZZ,1995-10-01,57.09,,
CLSC2,QCMPBZZ,1995-09-01,74.027,,
CLSC2,QCMPBZZ,1995-08-01,165.289,,
CLSC2,QCMPBZZ,1995-07-01,516.846,H,
CLSC2,QCMPBZZ,1995-06-01,728.446,H,
CLSC2,QCMPBZZ,1995-05-01,271.488,H,
CLSC2,QCMPBZZ,1995-04-01,83.592,H,
CLSC2,QCMPBZZ,1995-03-01,55.152,,
CLSC2,QCMPBZZ,1995-02-01,30.625,,
CLSC2,QCMPBZZ,1995-01-01,29.799,,
CLSC2,QCMPBZZ,1994-12-01,31.138,,
CLSC2,QCMPBZZ,1994-11-01,34.426,,
CLSC2,QCMPBZZ,1994-10-01,44.639,,
CLSC2,QCMPBZZ,1994-09-01,36.041,,
CLSC2,QCMPBZZ,1994-08-01,45.243,,
CLSC2,QCMPBZZ,1994-07-01,55.937,H,
CLSC2,QCMPBZZ,1994-06-01,239.843,H,
CLSC2,QCMPBZZ,1994-05-01,241.011,H,
CLSC2,QCMPBZZ,1994-04-01,87.443,H,
CLSC2,QCMPBZZ,1994-03-01,44.963,,
CLSC2,QCMPBZZ,1994-02-01,27.933,,
CLSC2,QCMPBZZ,1994-01-01,29.268,,
CLSC2,QCMPBZZ,1993-12-01,31.257,,
CLSC2,QCMPBZZ,1993-11-01,36.513,,
CLSC2,QCMPBZZ,1993-10-01,51.66,,
CLSC2,QCMPBZZ,1993-09-01,59.764,,
CLSC2,QCMPBZZ,1993-08-01,85.268,,
CLSC2,QCMPBZZ,1993-07-01,194.749,,
CLSC2,QCMPBZZ,1993-06-01,490.701,,
CLSC2,QCMPBZZ,1993-05-01,463.326,,
CLSC2,QCMPBZZ,1993-04-01,118.355,,
CLSC2,QCMPBZZ,1993-03-01,54.095,,
CLSC2,QCMPBZZ,1993-02-01,29.282,,
CLSC2,QCMPBZZ,1993-01-01,32.72,,
CLSC2,QCMPBZZ,1992-12-01,28.082,,
CLSC2,QCMPBZZ,1992-11-01,34.2,,
CLSC2,QCMPBZZ,1992-10-01,33.147,,
CLSC2,QCMPBZZ,1992-09-01,42.688,,
CLSC2,QCMPBZZ,1992-08-01,67.667,,
CLSC2,QCMPBZZ,1992-07-01,105.451,,
CLSC2,QCMPBZZ,1992-06-01,194.503,,
CLSC2,QCMPBZZ,1992-05-01,216.979,,
CLSC2,QCMPBZZ,1992-04-01,89.196,,
CLSC2,QCMPBZZ,1992-03-01,36.82,,
CLSC2,QCMPBZZ,1992-02-01,25.728,,
CLSC2,QCMPBZZ,1992-01-01,23.853,,
CLSC2,QCMPBZZ,1991-12-01,28.292,,
CLSC2,QCMPBZZ,1991-11-01,38.776,,
CLSC2,QCMPBZZ,1991-10-01,32.149,,
CLSC2,QCMPBZZ,1991-09-01,48.997,,
CLSC2,QCMPBZZ,1991-08-01,68.633,,
CLSC2,QCMPBZZ,1991-07-01,120.152,,
CLSC2,QCMPBZZ,1991-06-01,307.637,,
CLSC2,QCMPBZZ,1991-05-01,273.293,,
CLSC2,QCMPBZZ,1991-04-01,86.141,,
CLSC2,QCMPBZZ,1991-03-01,41.571,,
CLSC2,QCMPBZZ,1991-02-01,25.636,,
CLSC2,QCMPBZZ,1991-01-01,27.969,,
CLSC2,QCMPBZZ,1990-12-01,29.26,,
CLSC2,QCMPBZZ,1990-11-01,40.746,,
CLSC2,QCMPBZZ,1990-10-01,50.74,,
CLSC2,QCMPBZZ,1990-09-01,35.135,,
CLSC2,QCMPBZZ,1990-08-01,48.309,,
CLSC2,QCMPBZZ,1990-07-01,80.178,,
CLSC2,QCMPBZZ,1990-06-01,210.882,,
CLSC2,QCMPBZZ,1990-05-01,113.589,,
CLSC2,QCMPBZZ,1990-04-01,50.721,,
CLSC2,QCMPBZZ,1990-03-01,31.033,,
CLSC2,QCMPBZZ,1990-02-01,20.914,,
CLSC2,QCMPBZZ,1990-01-01,23.03,,
CLSC2,QCMPBZZ,1989-12-01,22.359,,
CLSC2,QCMPBZZ,1989-11-01,26.494,,
CLSC2,QCMPBZZ,1989-10-01,36.87,,
CLSC2,QCMPBZZ,1989-09-01,25.914,,
CLSC2,QCMPBZZ,1989-08-01,58.546,,
CLSC2,QCMPBZZ,1989-07-01,66.551,,
CLSC2,QCMPBZZ,1989-06-01,162.822,,
CLSC2,QCMPBZZ,1989-05-01,166.233,,
CLSC2,QCMPBZZ,1989-04-01,123.168,,
CLSC2,QCMPBZZ,1989-03-01,52.468,,
CLSC2,QCMPBZZ,1989-02-01,25.655,,
CLSC2,QCMPBZZ,1989-01-01,27.277,,
CLSC2,QCMPBZZ,1988-12-01,27.67,,
CLSC2,QCMPBZZ,1988-11-01,33.882,,
CLSC2,QCMPBZZ,1988-10-01,39.395,,
CLSC2,QCMPBZZ,1988-09-01,35.714,,
CLSC2,QCMPBZZ,1988-08-01,53.735,,
CLSC2,QCMPBZZ,1988-07-01,71.94,,
CLSC2,QCMPBZZ,1988-06-01,197.357,,
CLSC2,QCMPBZZ,1988-05-01,132.706,,
CLSC2,QCMPBZZ,1988-04-01,86.482,,
CLSC2,QCMPBZZ,1988-03-01,43.137,,
CLSC2,QCMPBZZ,1988-02-01,30.861,,
CLSC2,QCMPBZZ,1988-01-01,32.415,,
CLSC2,QCMPBZZ,1987-12-01,32.813,,
CLSC2,QCMPBZZ,1987-11-01,38.32,,
CLSC2,QCMPBZZ,1987-10-01,38.334,,
CLSC2,QCMPBZZ,1987-09-01,41.412,,
CLSC2,QCMPBZZ,1987-08-01,68.264,,
CLSC2,QCMPBZZ,1987-07-01,108.173,,
CLSC2,QCMPBZZ,1987-06-01,333.463,,
CLSC2,QCMPBZZ,1987-05-01,365.743,,
CLSC2,QCMPBZZ,1987-04-01,156.283,,
CLSC2,QCMPBZZ,1987-03-01,58.837,,
CLSC2,QCMPBZZ,1987-02-01,39.536,,
CLSC2,QCMPBZZ,1987-01-01,40.138,,
CLSC2,QCMPBZZ,1986-12-01,45.81,,
CLSC2,QCMPBZZ,1986-11-01,60.735,,
CLSC2,QCMPBZZ,1986-10-01,75.168,,
CLSC2,QCMPBZZ,1986-09-01,78.091,,
CLSC2,QCMPBZZ,1986-08-01,102.7,,
CLSC2,QCMPBZZ,1986-07-01,266.397,,
CLSC2,QCMPBZZ,1986-06-01,480.446,,
CLSC2,QCMPBZZ,1986-05-01,319.282,,
CLSC2,QCMPBZZ,1986-04-01,141.607,,
CLSC2,QCMPBZZ,1986-03-01,64.713,,
CLSC2,QCMPBZZ,1986-02-01,40.561,,
CLSC2,QCMPBZZ,1986-01-01,39.9,,
CLSC2,QCMPBZZ,1985-12-01,41.669,,
CLSC2,QCMPBZZ,1985-11-01,50.084,,
CLSC2,QCMPBZZ,1985-10-01,65.558,,
CLSC2,QCMPBZZ,1985-09-01,59.261,,
CLSC2,QCMPBZZ,1985-08-01,77.043,,
CLSC2,QCMPBZZ,1985-07-01,175.12,,
CLSC2,QCMPBZZ,1985-06-01,514.387,,
CLSC2,QCMPBZZ,1985-05-01,462.036,,
CLSC2,QCMPBZZ,1985-04-01,189.856,,
CLSC2,QCMPBZZ,1985-03-01,63.789,,
CLSC2,QCMPBZZ,1985-02-01,41.502,,
CLSC2,QCMPBZZ,1985-01-01,48.679,,
CLSC2,QCMPBZZ,1984-12-01,42.934,,
CLSC2,QCMPBZZ,1984-11-01,48.518,,
CLSC2,QCMPBZZ,1984-10-01,72.042,,
CLSC2,QCMPBZZ,1984-09-01,76.506,,
CLSC2,QCMPBZZ,1984-08-01,157.171,,
CLSC2,QCMPBZZ,1984-07-01,325.416,,
CLSC2,QCMPBZZ,1984-06-01,662.804,,
CLSC2,QCMPBZZ,1984-05-01,769.727,,
CLSC2,QCMPBZZ,1984-04-01,106.622,,
CLSC2,QCMPBZZ,1984-03-01,42.671,,
CLSC2,QCMPBZZ,1984-02-01,30.78,,
CLSC2,QCMPBZZ,1984-01-01,39.872,,
CLSC2,QCMPBZZ,1983-12-01,45.297,,
CLSC2,QCMPBZZ,1983-11-01,42.016,,
CLSC2,QCMPBZZ,1983-10-01,43.019,,
CLSC2,QCMPBZZ,1983-09-01,52.695,,
CLSC2,QCMPBZZ,1983-08-01,144.127,,
CLSC2,QCMPBZZ,1983-07-01,297.225,,
CLSC2,QCMPBZZ,1983-06-01,576.801,,
CLSC2,QCMPBZZ,1983-05-01,249.095,,
CLSC2,QCMPBZZ,1983-04-01,60.059,,
CLSC2,QCMPBZZ,1983-03-01,41.593,,
CLSC2,QCMPBZZ,1983-02-01,30.235,,
